reaction_id,nutrient,step_ub,mu,normalized_mu,status
CO2t,CO2,0.0,7.632797104070998e-16,1.0685915945699165e-14,optimal
CO2t,CO2,0.06896551724137924,0.002463054187191799,0.03448275862068444,optimal
CO2t,CO2,0.13793103448275848,0.004926108374384646,0.06896551724138354,optimal
CO2t,CO2,0.2068965517241377,0.0073891625615769415,0.10344827586207493,optimal
CO2t,CO2,0.27586206896551696,0.009852216748768856,0.137931034482761,optimal
CO2t,CO2,0.3448275862068962,0.01231527093596111,0.1724137931034518,optimal
CO2t,CO2,0.4137931034482754,0.014778325123153076,0.20689655172413857,optimal
CO2t,CO2,0.4827586206896547,0.01724137931034524,0.24137931034482812,optimal
CO2t,CO2,0.5517241379310339,0.01970443349753737,0.2758620689655172,optimal
CO2t,CO2,0.6206896551724131,0.022167487684729512,0.31034482758620646,optimal
CO2t,CO2,0.6896551724137924,0.02463054187192089,0.344827586206885,optimal
CO2t,CO2,0.7586206896551717,0.02709359605911302,0.3793103448275741,optimal
CO2t,CO2,0.8275862068965508,0.02955665024630513,0.4137931034482628,optimal
CO2t,CO2,0.8965517241379302,0.03201970443349725,0.44827586206895176,optimal
CO2t,CO2,0.9655172413793094,0.03448275862068929,0.48275862068963954,optimal
CO2t,CO2,1.0344827586206886,0.03694581280788143,0.5172413793103288,optimal
CO2t,CO2,1.1034482758620678,0.03940886699507355,0.5517241379310177,optimal
CO2t,CO2,1.172413793103447,0.04187192118226566,0.5862068965517065,optimal
CO2t,CO2,1.2413793103448263,0.04433497536945771,0.6206896551723945,optimal
CO2t,CO2,1.3103448275862057,0.04679802955664982,0.6551724137930833,optimal
CO2t,CO2,1.3793103448275847,0.04926108374384196,0.6896551724137724,optimal
CO2t,CO2,1.448275862068964,0.051724137931034,0.7241379310344603,optimal
CO2t,CO2,1.5172413793103434,0.05418719211822619,0.7586206896551502,optimal
CO2t,CO2,1.5862068965517226,0.05665024630541823,0.793103448275838,optimal
CO2t,CO2,1.6551724137931016,0.05911330049261028,0.827586206896526,optimal
CO2t,CO2,1.724137931034481,0.06157635467980246,0.8620689655172157,optimal
CO2t,CO2,1.7931034482758603,0.06403940886699441,0.8965517241379023,optimal
CO2t,CO2,1.8620689655172393,0.0665024630541866,0.9310344827585921,optimal
CO2t,CO2,1.9310344827586188,0.06896551724137878,0.965517241379282,optimal
CO2t,CO2,1.999999999999998,0.0714285714285708,0.9999999999999695,optimal
