reaction_id,flux_mmol_gDW_h
SLCS,0.0
SLDK,0.0
PRISM_solar_exo,0.0
STARCH300DEGR2B,0.0
PRISM_incandescent_60W,0.0
PRISM_fluorescent_warm_18W,0.0
PRISM_fluorescent_cool_215W,0.0
PRISM_metal_halide,0.0
PRISM_high_pressure_sodium,0.0
PRISM_growth_room,0.0
SELTORc,0.0
SELCYSTLh,0.0
SELCYSTL,0.0
SELCYSLY2,0.0
PHOMSELCYSLh,0.0
PHOMSELCYSL,0.0
ACHMSSELCYSLh,0.0
ACHMSSELCYSL,0.0
SEAHCYSHYD,0.0
ACSERLm,0.0
ACSERLh,0.0
ACSERL,0.0
RIBFS,0.0
R5PPH,0.0
R5PFL,0.0
NNPRT,0.0
GTPDH,0.0
PRISM_white_LED,0.0
PRISM_red_LED_array_653nm,0.0
PRISM_red_LED_674nm,0.0
AATHB,0.0
STARCH300DEGR2A,0.0
GLPThi,0.0
UG1PUT,0.0
UGDH,0.0
UGDC,0.0
UG6PGTn,0.0
UG6PGT,0.0
UFAGT,0.0
THP,0.0
SPP,0.0
SAGH,0.0
BFFS,0.0
ABFPTh,0.0
ABFPT,0.0
AATHA,0.0
SGOR,0.0
UGE,0.0
PHYCERAH,0.0
DHCEROR,0.0
CERAH,0.0
DHCERAH,0.0
SPHGNAT,0.0
SPHINGSAT,0.0
SPHK21,0.0
SLCBK1,0.0
SGPL13,0.0
SGPL11,0.0
SERPT,0.0
PSPHS,0.0
3DSPHR,0.0
FADth,0.0
G1P_pi_th,0.0
G3P_pi_thr,0.0
LEUt,0.0
CITALt,0.0
GLNt,0.0
GLYCLTt,0.0
GUAt,0.0
HISt,0.0
HXANt,0.0
LIDOt,0.0
G6PA_pi_th,0.0
MEGLYXYLt,0.0
MG2t,0.0
NO2t,0.0
NO3t,0.0
ORNt,0.0
RIBt,0.0
ARG_Lt,0.0
ALLTTt,0.0
ALLTNt,0.0
ADtr,0.0
ADEt,0.0
ACt,0.0
6MPURt,0.0
5FTHFt,0.0
5FLURAt,0.0
TSULth,0.0
PINA1th,0.0
PEPPIth,0.0
NADth,0.0
NADPHth,0.0
NA1ATPaseh,0.0
MALOAAth,0.0
MALGLUth,0.0
SELTt,0.0
SO4NA1t,0.0
SO4t,0.0
FE2GTPabc,0.0
PE18111Z1829Z12Zt,0.0
PE18111Z1819Zt,0.0
PE1801845Z9Z12Z15Zt,0.0
PE1801835Z9Z12Zt,0.0
PE1801829Z12Zt,0.0
PE1801819Zt,0.0
PAIL1819Z160t,0.0
PAIL18111Z160t,0.0
HCO3_h_ti,0.0
HATPase,0.0
H2ti,0.0
FORti,0.0
FEROt,0.0
FE3t,0.0
ETOHti,0.0
SUCCt,0.0
D_LACti,0.0
COt,0.0
THMt,0.0
NMNt,0.0
MEOHt,0.0
