reaction_id,nutrient,step_ub,mu,normalized_mu,status
PRISM_design_growth,Photon,0.0,,,infeasible
PRISM_design_growth,Photon,2.7586206896551726,,,infeasible
PRISM_design_growth,Photon,5.517241379310345,,,infeasible
PRISM_design_growth,Photon,8.275862068965518,,,infeasible
PRISM_design_growth,Photon,11.03448275862069,0.00829499156880889,0.11612988196332194,optimal
PRISM_design_growth,Photon,13.793103448275861,0.019165035757308393,0.2683105006023117,optimal
PRISM_design_growth,Photon,16.551724137931036,0.030035079945806908,0.42049111924128757,optimal
PRISM_design_growth,Photon,19.310344827586206,0.04090512413430447,0.5726717378802502,optimal
PRISM_design_growth,Photon,22.06896551724138,0.04985692905190654,0.6979970067266764,optimal
PRISM_design_growth,Photon,24.82758620689655,0.0574221696378001,0.8039103749291839,optimal
PRISM_design_growth,Photon,27.586206896551722,0.06476589955248058,0.9067225937347084,optimal
PRISM_design_growth,Photon,30.344827586206897,0.07142857142857183,0.9999999999999839,optimal
PRISM_design_growth,Photon,33.10344827586207,0.07142857142857119,0.9999999999999749,optimal
PRISM_design_growth,Photon,35.86206896551724,0.07142857142857018,0.9999999999999608,optimal
PRISM_design_growth,Photon,38.62068965517241,0.07142857142856994,0.9999999999999575,optimal
PRISM_design_growth,Photon,41.37931034482759,0.07142857142856947,0.9999999999999508,optimal
PRISM_design_growth,Photon,44.13793103448276,0.07142857142856948,0.999999999999951,optimal
PRISM_design_growth,Photon,46.89655172413793,0.071428571428569,0.9999999999999443,optimal
PRISM_design_growth,Photon,49.6551724137931,0.07142857142856933,0.9999999999999489,optimal
PRISM_design_growth,Photon,52.41379310344828,0.07142857142856895,0.9999999999999437,optimal
PRISM_design_growth,Photon,55.172413793103445,0.07142857142856782,0.9999999999999277,optimal
PRISM_design_growth,Photon,57.93103448275862,0.07142857142856772,0.9999999999999264,optimal
PRISM_design_growth,Photon,60.689655172413794,0.07142857142856875,0.9999999999999407,optimal
PRISM_design_growth,Photon,63.44827586206897,0.07142857142856808,0.9999999999999314,optimal
PRISM_design_growth,Photon,66.20689655172414,0.07142857142856816,0.9999999999999326,optimal
PRISM_design_growth,Photon,68.96551724137932,0.07142857142856833,0.9999999999999349,optimal
PRISM_design_growth,Photon,71.72413793103448,0.07142857142856655,0.9999999999999101,optimal
PRISM_design_growth,Photon,74.48275862068965,0.07142857142856636,0.9999999999999073,optimal
PRISM_design_growth,Photon,77.24137931034483,0.0714285714285679,0.999999999999929,optimal
PRISM_design_growth,Photon,80.0,0.07142857142856661,0.9999999999999108,optimal
