reaction_id,nutrient,step_ub,mu,normalized_mu,status
NH4t,Ammonium,0.0,-4.87164657708207e-16,-9.468764934216676e-15,optimal
NH4t,Ammonium,0.03448275862068986,0.005196252114709282,0.100996837587875,optimal
NH4t,Ammonium,0.06896551724137973,0.01039250422941113,0.20199367517560549,optimal
NH4t,Ammonium,0.10344827586206957,0.015588756344128938,0.30299051276364625,optimal
NH4t,Ammonium,0.13793103448275945,0.020775932407343538,0.4038109438803739,optimal
NH4t,Ammonium,0.17241379310344931,0.025969915509181603,0.5047636798505097,optimal
NH4t,Ammonium,0.20689655172413915,0.031141967431779126,0.6052901509476235,optimal
NH4t,Ammonium,0.241379310344829,0.03625170826877331,0.7046055140280977,optimal
NH4t,Ammonium,0.2758620689655189,0.04136144910575922,0.8039208771084111,optimal
NH4t,Ammonium,0.31034482758620874,0.04647118994275122,0.9032362401888427,optimal
NH4t,Ammonium,0.34482758620689863,0.05144955784053977,0.9999981760853598,optimal
NH4t,Ammonium,0.37931034482758846,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.4137931034482783,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.4482758620689682,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.482758620689658,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.517241379310348,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.5517241379310378,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.5862068965517276,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.6206896551724175,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.6551724137931074,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.6896551724137973,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.7241379310344871,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.7586206896551769,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.7931034482758669,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.8275862068965566,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.8620689655172465,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.8965517241379364,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.9310344827586263,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,0.965517241379316,0.05144955784053876,0.9999981760853401,optimal
NH4t,Ammonium,1.000000000000006,0.05144955784053876,0.9999981760853401,optimal
