reaction_id,nutrient,step_ub,mu,normalized_mu,status
O2t,Oxygen,0.0,-9.677452331663415e-32,-1.880955850157195e-30,optimal
O2t,Oxygen,0.34482758620689635,0.03847482245412716,0.74781502298974,optimal
O2t,Oxygen,0.6896551724137927,0.04297682407407585,0.8353180764199617,optimal
O2t,Oxygen,1.034482758620689,0.04747882569402934,0.9228211298502765,optimal
O2t,Oxygen,1.3793103448275854,0.0514495578405404,0.9999981760853721,optimal
O2t,Oxygen,1.7241379310344818,0.051449557840541026,0.9999981760853842,optimal
O2t,Oxygen,2.068965517241378,0.05144955784054114,0.9999981760853864,optimal
O2t,Oxygen,2.4137931034482745,0.05144955784054075,0.9999981760853789,optimal
O2t,Oxygen,2.758620689655171,0.05144955784054132,0.9999981760853899,optimal
O2t,Oxygen,3.1034482758620676,0.051449557840540915,0.9999981760853821,optimal
O2t,Oxygen,3.4482758620689635,0.051449557840541234,0.9999981760853883,optimal
O2t,Oxygen,3.7931034482758603,0.05144955784054154,0.9999981760853942,optimal
O2t,Oxygen,4.137931034482756,0.051449557840540755,0.999998176085379,optimal
O2t,Oxygen,4.482758620689653,0.05144955784054145,0.9999981760853924,optimal
O2t,Oxygen,4.827586206896549,0.05144955784054105,0.9999981760853848,optimal
O2t,Oxygen,5.172413793103446,0.051449557840544315,0.9999981760854482,optimal
O2t,Oxygen,5.517241379310342,0.05144955784054436,0.9999981760854492,optimal
O2t,Oxygen,5.862068965517238,0.05144955784053838,0.9999981760853328,optimal
O2t,Oxygen,6.206896551724135,0.051449557840536654,0.9999981760852993,optimal
O2t,Oxygen,6.55172413793103,0.05144955784054487,0.9999981760854589,optimal
O2t,Oxygen,6.896551724137927,0.051449557840544745,0.9999981760854565,optimal
O2t,Oxygen,7.241379310344824,0.05144955784054495,0.9999981760854606,optimal
O2t,Oxygen,7.586206896551721,0.05144955784054478,0.9999981760854572,optimal
O2t,Oxygen,7.9310344827586166,0.05144955784054492,0.9999981760854599,optimal
O2t,Oxygen,8.275862068965512,0.05144955784054475,0.9999981760854567,optimal
O2t,Oxygen,8.62068965517241,0.05144955784054479,0.9999981760854575,optimal
O2t,Oxygen,8.965517241379306,0.051449557840544884,0.9999981760854593,optimal
O2t,Oxygen,9.310344827586201,0.05144955784054495,0.9999981760854606,optimal
O2t,Oxygen,9.655172413793098,0.05144955784054492,0.9999981760854599,optimal
O2t,Oxygen,9.999999999999995,0.05144955784054476,0.9999981760854568,optimal
